policy,agent,stage,success,reward_sum,dv_used,ballistic_tli_corridor_hit,flyby_done,n_burns,min_rM,term_reason
PPOA__model_final__2026-08-07_12-31-42.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,62.840513895475965,3.1234131113423516,False,False,8,1.0057987217356248,tli_only_done
policy_FINAL_PPOA__model_final__2026-08-07_12-31-42.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,62.840513895475965,3.1234131113423516,False,False,8,1.0057987217356248,tli_only_done
Model__stage03_step00778240_R32.02_SR0.000_LD0.04059_CM0.24526__2026-08-07_12-30-16.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,32.02203204931071,3.123413111342352,False,False,8,1.0057983304920644,tli_only_done
Model__stage03_step00765952_R30.99_SR0.000_LD0.04088_CM0.26426__2026-08-07_12-29-28.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,30.988352001806682,3.1234131113423516,False,False,8,1.0057979068138203,tli_only_done
Model__stage03_step00774144_R30.22_SR0.000_LD0.04115_CM0.28358__2026-08-07_12-30-02.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,30.217589719340403,3.1234131113423516,False,False,8,1.0057979177471088,tli_only_done
Model__stage03_step00798720_R29.87_SR0.000_LD0.04134_CM0.29465__2026-08-07_12-31-35.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,29.86906058135285,3.1234131113423516,False,False,8,1.0057975084058084,tli_only_done
Model__stage03_step00737280_R29.57_SR0.000_LD0.04153_CM0.30603__2026-08-07_12-27-23.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,29.565407988768882,3.1234131113423516,False,False,8,1.0057973084580505,tli_only_done
Model__stage02_step00598016_R29.39_SR0.000_LD0.04162_CM0.31337__2026-08-07_12-16-32.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,29.394272677652747,3.1234131113423516,False,False,8,1.0057975215099453,tli_only_done
Model__stage03_step00790528_R29.31_SR0.000_LD0.04168_CM0.31709__2026-08-07_12-31-05.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,29.31391604928246,3.1234131113423516,False,False,8,1.0057974853863583,tli_only_done
Model__stage03_step00655360_R29.04_SR0.000_LD0.04195_CM0.33165__2026-08-07_12-21-10.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,29.036310195013716,3.1234131113423516,False,False,8,1.0057969799200859,tli_only_done
Model__stage03_step00757760_R29.03_SR0.000_LD0.04193_CM0.33217__2026-08-07_12-28-53.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,29.027375333412238,3.1234131113423516,False,False,8,1.0057972810216365,tli_only_done
Model__stage03_step00663552_R28.98_SR0.000_LD0.04200_CM0.33484__2026-08-07_12-21-52.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.982286119372915,3.1234131113423516,False,False,8,1.0057969627525365,tli_only_done
Model__stage02_step00552960_R28.93_SR0.000_LD0.04194_CM0.33821__2026-08-07_12-13-06.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.927760626017612,3.123413111342352,False,False,8,1.0057985406284928,tli_only_done
Model__stage03_step00692224_R28.83_SR0.000_LD0.04217_CM0.34453__2026-08-07_12-24-06.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.831585467524818,3.1234131113423516,False,False,8,1.0057968250477187,tli_only_done
Model__stage03_step00696320_R28.74_SR0.000_LD0.04228_CM0.35129__2026-08-07_12-24-28.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.736948936493775,3.1234131113423516,False,False,8,1.005796756486164,tli_only_done
Model__stage03_step00712704_R28.71_SR0.000_LD0.04232_CM0.35357__2026-08-07_12-25-30.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.706908807118094,3.1234131113423516,False,False,8,1.005796715658364,tli_only_done
Model__stage02_step00544768_R28.70_SR0.000_LD0.04220_CM0.35382__2026-08-07_12-12-25.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.703668118632066,3.1234131113423516,False,False,8,1.005798424006279,tli_only_done
Model__stage03_step00729088_R28.67_SR0.000_LD0.04238_CM0.35666__2026-08-07_12-26-44.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.667455929991984,3.123413111342352,False,False,8,1.005796682137104,tli_only_done
Model__stage03_step00602112_R28.62_SR0.000_LD0.04242_CM0.36081__2026-08-07_12-16-51.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.616727691675354,3.1234131113423516,False,False,8,1.0057969940274054,tli_only_done
_TEMP_STAGE_TRANSFER.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.616727691675354,3.1234131113423516,False,False,8,1.0057969940274054,tli_only_done
Model__stage02_step00577536_R28.60_SR0.000_LD0.04241_CM0.36188__2026-08-07_12-14-56.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.60401620042625,3.123413111342352,False,False,8,1.0057974086371668,tli_only_done
Model__stage02_step00593920_R28.58_SR0.000_LD0.04246_CM0.36370__2026-08-07_12-16-12.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.582845489258602,3.123413111342352,False,False,8,1.0057971318627863,tli_only_done
Model__stage02_step00536576_R28.51_SR0.000_LD0.04248_CM0.36992__2026-08-07_12-11-45.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.51399976202819,3.1234131113423516,False,False,8,1.0057982563712653,tli_only_done
Model__stage02_step00532480_R28.50_SR0.000_LD0.04247_CM0.37106__2026-08-07_12-11-24.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.50195047051263,3.123413111342352,False,False,8,1.0057986868802684,tli_only_done
Model__stage03_step00667648_R28.48_SR0.000_LD0.04265_CM0.37305__2026-08-07_12-22-11.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.481203726510376,3.1234131113423516,False,False,8,1.005796647244088,tli_only_done
Model__stage03_step00704512_R28.45_SR0.000_LD0.04271_CM0.37593__2026-08-07_12-24-58.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.45218908072493,3.1234131113423516,False,False,8,1.0057965238480029,tli_only_done
Model__stage03_step00761856_R28.45_SR0.000_LD0.04269_CM0.37629__2026-08-07_12-29-12.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.44861655775136,3.1234131113423516,False,False,8,1.005796915799285,tli_only_done
Model__stage03_step00745472_R28.44_SR0.000_LD0.04274_CM0.37761__2026-08-07_12-28-03.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.435607453612736,3.1234131113423516,False,False,8,1.0057965309699928,tli_only_done
Model__stage03_step00688128_R28.42_SR0.000_LD0.04278_CM0.37960__2026-08-07_12-23-48.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.41647626368087,3.123413111342352,False,False,8,1.0057964840081344,tli_only_done
Model__stage02_step00557056_R28.36_SR0.000_LD0.04278_CM0.38605__2026-08-07_12-13-23.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.357389006900362,3.1234131113423516,False,False,8,1.0057978860494816,tli_only_done
Model__stage03_step00720896_R28.36_SR0.000_LD0.04290_CM0.38625__2026-08-07_12-26-08.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.355649353604058,3.1234131113423516,False,False,8,1.0057964182076617,tli_only_done
Model__stage03_step00724992_R28.35_SR0.000_LD0.04292_CM0.38727__2026-08-07_12-26-26.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.34666925081871,3.1234131113423516,False,False,8,1.005796370353099,tli_only_done
Model__stage03_step00749568_R28.29_SR0.000_LD0.04302_CM0.39395__2026-08-07_12-28-23.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.290722931488165,3.1234131113423516,False,False,8,1.0057965878351245,tli_only_done
Model__stage03_step00770048_R28.29_SR0.000_LD0.04301_CM0.39419__2026-08-07_12-29-44.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.2888195614193,3.123413111342352,False,False,8,1.0057967978875546,tli_only_done
Model__stage02_step00491520_R28.26_SR0.000_LD0.04294_CM0.39769__2026-08-07_12-08-08.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,28.26119415151138,3.1234131113423516,False,False,8,1.0057984764724333,tli_only_done
