policy,agent,stage,success,reward_sum,dv_used,ballistic_tli_corridor_hit,flyby_done,n_burns,min_rM,term_reason
Model__stage01_step00139264_R3.80_SR0.000_LD0.05739_CM0.37510__2026-08-07_11-51-30.zip,mcc,ppo_b_dv_refine_final,False,2.0077734145861257,0.017493246933783495,False,True,10,0.057385304687854605,timeout
Model__stage01_step00188416_R3.45_SR0.000_LD0.05568_CM0.42332__2026-08-07_12-00-08.zip,mcc,ppo_b_dv_refine_final,False,1.6482428474839192,0.017546509530105135,False,True,10,0.055677946372770015,timeout
Model__stage01_step00184320_R3.25_SR0.000_LD0.05317_CM0.48620__2026-08-07_11-59-24.zip,mcc,ppo_b_dv_refine_final,False,1.462284864457346,0.017434016519515837,False,True,10,0.053169973136872946,timeout
Model__stage02_step00241664_R2.39_SR0.000_LD0.03186_CM0.97699__2026-08-07_12-07-39.zip,mcc,ppo_b_dv_refine_final,False,1.2152005901632315,0.017216048486619707,False,True,10,0.03185847113349285,timeout
Model__stage01_step00135168_R2.33_SR0.000_LD0.05214_CM0.50378__2026-08-07_11-50-48.zip,mcc,ppo_b_dv_refine_final,False,0.324015210243342,0.01956667535024124,False,True,10,0.05213545539166149,timeout
Model__stage02_step00204800_R1.44_SR0.000_LD0.04333_CM0.72623__2026-08-07_12-02-44.zip,mcc,ppo_b_dv_refine_final,False,0.10943300634790987,0.01949664954790953,False,True,10,0.04333492833206087,timeout
Model__stage01_step00155648_R2.06_SR0.000_LD0.04663_CM0.64599__2026-08-07_11-54-23.zip,mcc,ppo_b_dv_refine_final,False,0.04248283435823552,0.019722904217368137,False,True,10,0.046633626290180176,timeout
Model__stage02_step00274432_R1.15_SR0.000_LD0.03051_CM0.98209__2026-08-07_12-12-59.zip,mcc,ppo_b_dv_refine_final,False,-0.21700396474921746,0.020010692574052698,False,True,10,0.030508426374800043,timeout
Model__stage01_step00200704_R1.33_SR0.000_LD0.04353_CM0.72203__2026-08-07_12-02-19.zip,mcc,ppo_b_dv_refine_final,False,-0.8679224543272976,0.021408447641875907,False,True,10,0.04353238504582353,timeout
Model__stage02_step00237568_R0.49_SR0.000_LD0.03707_CM0.89309__2026-08-07_12-07-02.zip,mcc,ppo_b_dv_refine_final,False,-0.9747810723730446,0.021515892613842298,False,True,10,0.037073886601046095,timeout
Model__stage02_step00270336_R0.04_SR0.000_LD0.03750_CM0.88648__2026-08-07_12-12-18.zip,mcc,ppo_b_dv_refine_final,False,-1.4960833108020637,0.022535959096811824,False,True,10,0.03749735378508133,timeout
Model__stage02_step00225280_R-0.38_SR0.000_LD0.03317_CM0.97273__2026-08-07_12-05-14.zip,mcc,ppo_b_dv_refine_final,False,-1.9825064440122073,0.023459428679332078,False,True,10,0.03316743657818145,timeout
Model__stage01_step00159744_R0.42_SR0.000_LD0.03884_CM0.84790__2026-08-07_11-55-08.zip,mcc,ppo_b_dv_refine_final,False,-1.9896457251297122,0.02351530195353243,False,True,10,0.03883508325079147,timeout
Model__stage03_step00421888_R-2.06_SR0.000_LD0.01918_CM1.02837__2026-08-07_12-33-47.zip,mcc,ppo_b_dv_refine_final,False,-2.058619172474277,0.02359598813962839,False,True,10,0.01918345861990004,timeout
Model__stage03_step00475136_R-2.40_SR0.000_LD0.00949_CM1.07680__2026-08-07_12-38-57.zip,mcc,ppo_b_dv_refine_final,False,-2.397472156066648,0.024249151995900615,False,True,10,0.00949465666024155,timeout
Model__stage03_step00430080_R-2.75_SR0.000_LD0.01753_CM1.03610__2026-08-07_12-34-28.zip,mcc,ppo_b_dv_refine_final,False,-2.746019113573082,0.024936438201409658,False,True,10,0.0175332182307556,timeout
Model__stage02_step00376832_R-1.08_SR0.000_LD0.01924_CM1.02787__2026-08-07_12-29-02.zip,mcc,ppo_b_dv_refine_final,False,-2.788661545171486,0.025021224551255272,False,True,10,0.019244756429457843,timeout
Model__stage01_step00143360_R-0.26_SR0.000_LD0.04939_CM0.58504__2026-08-07_11-52-13.zip,mcc,ppo_b_dv_refine_final,False,-2.874518341236362,0.025534996856997023,False,True,10,0.04939119427063415,timeout
Model__stage01_step00180224_R-0.30_SR0.000_LD0.04606_CM0.66595__2026-08-07_11-58-41.zip,mcc,ppo_b_dv_refine_final,False,-2.910050592652457,0.0254579371207413,False,True,10,0.04605610552694218,timeout
Model__stage02_step00229376_R-1.25_SR0.000_LD0.02933_CM0.98601__2026-08-07_12-05-47.zip,mcc,ppo_b_dv_refine_final,False,-2.9907183076371027,0.025424442233602688,False,True,10,0.029328636195170538,timeout
Model__stage03_step00425984_R-2.99_SR0.000_LD0.01802_CM1.03404__2026-08-07_12-34-07.zip,mcc,ppo_b_dv_refine_final,False,-2.991972788415639,0.025416953322937225,False,True,10,0.018024982921061,timeout
Model__stage03_step00491520_R-3.32_SR0.000_LD0.01607_CM1.04352__2026-08-07_12-40-46.zip,mcc,ppo_b_dv_refine_final,False,-3.3174379410662365,0.026050579469879254,False,True,10,0.01606514294105365,timeout
Model__stage01_step00196608_R-0.69_SR0.000_LD0.04400_CM0.71713__2026-08-07_12-01-33.zip,mcc,ppo_b_dv_refine_final,False,-3.389504559421301,0.026335551248825553,False,True,10,0.04400370493332014,timeout
Model__stage02_step00380928_R-1.66_SR0.000_LD0.01939_CM1.02709__2026-08-07_12-29-35.zip,mcc,ppo_b_dv_refine_final,False,-3.4536766985384144,0.026319570562342395,False,True,10,0.01938743765517438,timeout
Model__stage03_step00495616_R-3.48_SR0.000_LD0.01998_CM1.02465__2026-08-07_12-41-15.zip,mcc,ppo_b_dv_refine_final,False,-3.4752963955703677,0.02636224497295622,False,True,10,0.01997515741463015,timeout
Model__stage01_step00192512_R-0.84_SR0.000_LD0.04500_CM0.69139__2026-08-07_12-00-50.zip,mcc,ppo_b_dv_refine_final,False,-3.5729729347965513,0.02672063206079736,False,True,10,0.04500314725711502,timeout
Model__stage02_step00221184_R-1.80_SR0.000_LD0.03434_CM0.96853__2026-08-07_12-04-42.zip,mcc,ppo_b_dv_refine_final,False,-3.62329001102332,0.026663495148781774,False,True,10,0.034343658681414334,timeout
Model__stage03_step00516096_R-3.66_SR0.000_LD0.00938_CM1.07743__2026-08-07_12-43-38.zip,mcc,ppo_b_dv_refine_final,False,-3.6571242011703973,0.026708064196103862,False,True,10,0.009377708639137096,timeout
Model__stage03_step00417792_R-3.70_SR0.000_LD0.02349_CM1.00919__2026-08-07_12-33-28.zip,mcc,ppo_b_dv_refine_final,False,-3.699957253394679,0.02680391032434776,False,True,10,0.02349105678854801,timeout
Model__stage02_step00368640_R-1.96_SR0.000_LD0.01500_CM1.04849__2026-08-07_12-27-52.zip,mcc,ppo_b_dv_refine_final,False,-3.8056324512595463,0.027002723370703464,False,True,10,0.01500218977256518,timeout
Model__stage02_step00245760_R-1.99_SR0.000_LD0.03696_CM0.90242__2026-08-07_12-08-18.zip,mcc,ppo_b_dv_refine_final,False,-3.835854191636461,0.027097815544355145,False,True,10,0.03695657700729814,timeout
