policy,agent,stage,success,reward_sum,dv_used,ballistic_tli_corridor_hit,flyby_done,n_burns,min_rM,term_reason
Model__stage03_step00581632_R-91.26_SR0.000_LD0.52749_CMnan__2026-08-07_12-58-25.zip,mcc,ppo_b_dv_refine_final,False,-91.25528405544682,0.10005714140272454,False,False,43,0.527488882173103,dv_budget_exceeded
Model__stage03_step00434176_R-91.26_SR0.000_LD0.44657_CMnan__2026-08-07_12-41-00.zip,mcc,ppo_b_dv_refine_final,False,-91.26013982386488,0.10006662050943861,False,False,54,0.4465687491871682,dv_budget_exceeded
Model__stage01_step00032768_R-81.02_SR0.000_LD0.11066_CMnan__2026-08-07_11-32-20.zip,mcc,ppo_b_dv_refine_final,False,-91.27531690216966,0.10009624818779425,False,False,105,0.11065942378245563,dv_budget_exceeded
Model__stage02_step00303104_R-84.44_SR0.000_LD0.67009_CMnan__2026-08-07_12-21-51.zip,mcc,ppo_b_dv_refine_final,False,-91.28110961972372,0.10010755634401844,False,False,22,0.6700867514395187,dv_budget_exceeded
Model__stage03_step00405504_R-91.31_SR0.000_LD0.44920_CMnan__2026-08-07_12-38-16.zip,mcc,ppo_b_dv_refine_final,False,-91.3106276391459,0.10016517944957104,False,False,60,0.44920395209788627,dv_budget_exceeded
Model__stage03_step00475136_R-91.31_SR0.000_LD0.64778_CMnan__2026-08-07_12-45-42.zip,mcc,ppo_b_dv_refine_final,False,-91.3149678027678,0.10017365202704726,False,False,26,0.6477783338078764,dv_budget_exceeded
Model__stage01_step00200704_R-81.06_SR0.000_LD0.74369_CMnan__2026-08-07_12-04-57.zip,mcc,ppo_b_dv_refine_final,False,-91.32539608916856,0.10019400943109288,False,False,12,0.7436871202836606,dv_budget_exceeded
Model__stage03_step00462848_R-91.36_SR0.000_LD0.27299_CMnan__2026-08-07_12-44-15.zip,mcc,ppo_b_dv_refine_final,False,-91.3556500975879,0.10025306928519764,False,False,78,0.2729870107889997,dv_budget_exceeded
Model__stage02_step00393216_R-84.51_SR0.000_LD0.50042_CMnan__2026-08-07_12-36-51.zip,mcc,ppo_b_dv_refine_final,False,-91.35990981188648,0.10026138481487931,False,False,52,0.5004249797352125,dv_budget_exceeded
Model__stage02_step00208896_R-84.51_SR0.000_LD0.72480_CMnan__2026-08-07_12-05-55.zip,mcc,ppo_b_dv_refine_final,False,-91.36203850685261,0.10026554031098389,False,False,14,0.7248046009658254,dv_budget_exceeded
