policy,agent,stage,success,reward_sum,dv_used,ballistic_tli_corridor_hit,flyby_done,n_burns,min_rM,term_reason
Model__stage01_step00126976_R4.06_SR0.000_LD0.05860_CM0.34724__2026-08-07_11-49-55.zip,mcc,ppo_b_dv_refine_final,False,2.258012882567858,0.017583730441478342,False,True,10,0.058599944516498984,timeout
Model__stage01_step00172032_R2.91_SR0.000_LD0.05196_CM0.51440__2026-08-07_11-57-52.zip,mcc,ppo_b_dv_refine_final,False,1.062866073023657,0.018076785726508462,False,True,10,0.05195737323159256,timeout
Model__stage01_step00118784_R3.04_SR0.000_LD0.05897_CM0.33512__2026-08-07_11-48-26.zip,mcc,ppo_b_dv_refine_final,False,0.9439304751673863,0.020471522886497815,False,True,10,0.058965326785010166,timeout
Model__stage02_step00241664_R2.15_SR0.000_LD0.03625_CM0.91219__2026-08-07_12-07-58.zip,mcc,ppo_b_dv_refine_final,False,0.9299444194727933,0.017791075293135217,False,True,10,0.03625058271275897,timeout
Model__stage02_step00217088_R1.52_SR0.000_LD0.03345_CM0.97141__2026-08-07_12-04-42.zip,mcc,ppo_b_dv_refine_final,False,0.20780688870805797,0.01918396871548951,False,True,10,0.03344888607906578,timeout
Model__stage01_step00147456_R2.29_SR0.000_LD0.05677_CM0.39938__2026-08-07_11-53-34.zip,mcc,ppo_b_dv_refine_final,False,0.1706393584130801,0.02070961214459705,False,True,10,0.05676761787108417,timeout
Model__stage02_step00249856_R1.30_SR0.000_LD0.03865_CM0.85002__2026-08-07_12-09-16.zip,mcc,ppo_b_dv_refine_final,False,-0.044834286270516444,0.019717813074652528,False,True,10,0.03865230787215184,timeout
Model__stage03_step00532480_R-0.43_SR0.000_LD0.01170_CM1.06603__2026-08-07_12-45-36.zip,mcc,ppo_b_dv_refine_final,False,-0.4263022932355387,0.020402871641957882,False,True,10,0.01170309380457532,timeout
Model__stage02_step00212992_R0.92_SR0.000_LD0.03790_CM0.86717__2026-08-07_12-04-13.zip,mcc,ppo_b_dv_refine_final,False,-0.4842765669423734,0.0205683095707001,False,True,10,0.037896937708370125,timeout
Model__stage02_step00299008_R0.60_SR0.000_LD0.02299_CM1.01251__2026-08-07_12-17-14.zip,mcc,ppo_b_dv_refine_final,False,-0.8497386814793391,0.021239219891812797,False,True,10,0.022989704903909208,timeout
Model__stage01_step00196608_R1.36_SR0.000_LD0.04922_CM0.58119__2026-08-07_12-02-09.zip,mcc,ppo_b_dv_refine_final,False,-0.8558578881159367,0.021603680022233878,False,True,10,0.049218807617630415,timeout
Model__stage01_step00139264_R1.58_SR0.000_LD0.05997_CM0.32173__2026-08-07_11-52-06.zip,mcc,ppo_b_dv_refine_final,False,-0.9406270003334143,0.02457189226351551,False,True,10,0.05997439522916146,timeout
Model__stage02_step00233472_R0.44_SR0.000_LD0.03621_CM0.91639__2026-08-07_12-06-49.zip,mcc,ppo_b_dv_refine_final,False,-1.0330029967304224,0.021621653508980168,False,True,10,0.03621035088773343,timeout
Model__stage02_step00221184_R0.35_SR0.000_LD0.02392_CM1.00652__2026-08-07_12-05-13.zip,mcc,ppo_b_dv_refine_final,False,-1.1438265100129161,0.021814557748641095,False,True,10,0.023915380533043564,timeout
Model__stage01_step00184320_R1.07_SR0.000_LD0.03885_CM0.84394__2026-08-07_12-00-01.zip,mcc,ppo_b_dv_refine_final,False,-1.1728894415491968,0.02192269890183597,False,True,10,0.03885088911842899,timeout
Model__stage01_step00159744_R1.04_SR0.000_LD0.05465_CM0.45503__2026-08-07_11-55-40.zip,mcc,ppo_b_dv_refine_final,False,-1.3230903705897497,0.02307069714717569,False,True,10,0.054647142976820766,timeout
Model__stage02_step00229376_R0.11_SR0.000_LD0.04775_CM0.62043__2026-08-07_12-06-18.zip,mcc,ppo_b_dv_refine_final,False,-1.4394137358621517,0.022658868707161113,False,True,10,0.04774899749114986,timeout
Model__stage02_step00397312_R-0.15_SR0.000_LD0.02120_CM1.01971__2026-08-07_12-31-46.zip,mcc,ppo_b_dv_refine_final,False,-1.7217462828499528,0.022940049500810897,False,True,10,0.021201100269124685,timeout
