policy,agent,stage,success,reward_sum,dv_used,ballistic_tli_corridor_hit,flyby_done,n_burns,min_rM,term_reason
Model__stage01_step00016384_R139.39_SR1.000_LD0.01138_CM0.00000__2026-08-07_11-28-37.zip,tli,ppo_a_stage_3_staged_tli_refinment,True,139.3933218998658,3.0333905006710116,True,False,12,1.0082161000283796,tli_only_done
policy_BEST_Model__stage01_step00016384_R139.39_SR1.000_LD0.01138_CM0.00000__2026-08-07_11-28-37.zip,tli,ppo_a_stage_3_staged_tli_refinment,True,139.3933218998658,3.0333905006710116,True,False,12,1.0082161000283796,tli_only_done
Model__stage01_step00012288_R27.43_SR0.000_LD0.04486_CM0.88783__2026-08-07_11-28-18.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.429489841949998,3.1209822713415583,False,False,16,1.0072780871078775,tli_only_done
Model__stage03_step00761856_R27.42_SR0.000_LD0.04365_CM0.93559__2026-08-07_12-30-51.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.42001101331554,3.123413111342352,False,False,8,1.0092090134116354,tli_only_done
Model__stage03_step00765952_R27.42_SR0.000_LD0.04403_CM0.93617__2026-08-07_12-31-08.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.41991406394385,3.123413111342352,False,False,8,1.0092088832126076,tli_only_done
Model__stage03_step00794624_R27.42_SR0.000_LD0.04457_CM0.93692__2026-08-07_12-33-29.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419788720818435,3.123413111342352,False,False,8,1.009208567479902,tli_only_done
Model__stage03_step00798720_R27.42_SR0.000_LD0.04473_CM0.93705__2026-08-07_12-33-43.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419768412426876,3.123413111342352,False,False,8,1.009208518240069,tli_only_done
Model__stage03_step00790528_R27.42_SR0.000_LD0.04481_CM0.93718__2026-08-07_12-33-07.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419745686609424,3.1234131113423516,False,False,8,1.0092084943491597,tli_only_done
Model__stage03_step00786432_R27.42_SR0.000_LD0.04505_CM0.93754__2026-08-07_12-32-43.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419686707601887,3.123413111342352,False,False,8,1.009208416720284,tli_only_done
PPOA__model_final__2026-08-07_12-33-49.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.41960119513494,3.123413111342352,False,False,8,1.0092082316681008,tli_only_done
policy_FINAL_PPOA__model_final__2026-08-07_12-33-49.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.41960119513494,3.123413111342352,False,False,8,1.0092082316681008,tli_only_done
Model__stage03_step00778240_R27.42_SR0.000_LD0.04587_CM0.93873__2026-08-07_12-32-09.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.41948936957567,3.123413111342352,False,False,8,1.0092080369300571,tli_only_done
Model__stage03_step00770048_R27.42_SR0.000_LD0.04620_CM0.93924__2026-08-07_12-31-27.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419406423262924,3.1234131113423516,False,False,8,1.0092079298706023,tli_only_done
Model__stage03_step00749568_R27.42_SR0.000_LD0.04654_CM0.93966__2026-08-07_12-30-05.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419337454192632,3.123413111342352,False,False,8,1.009207851377952,tli_only_done
Model__stage03_step00729088_R27.42_SR0.000_LD0.04692_CM0.94028__2026-08-07_12-28-35.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419236274750716,3.1234131113423516,False,False,8,1.0092078184824156,tli_only_done
Model__stage03_step00774144_R27.42_SR0.000_LD0.04705_CM0.94048__2026-08-07_12-31-47.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419202591190416,3.1234131113423516,False,False,8,1.009207575144044,tli_only_done
Model__stage03_step00733184_R27.42_SR0.000_LD0.04722_CM0.94066__2026-08-07_12-28-53.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419174322791296,3.1234131113423516,False,False,8,1.0092078032151517,tli_only_done
Model__stage03_step00638976_R27.42_SR0.000_LD0.04751_CM0.94115__2026-08-07_12-21-30.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.41909365703335,3.123413111342352,False,False,8,1.0092073466962874,tli_only_done
Model__stage03_step00741376_R27.42_SR0.000_LD0.04761_CM0.94136__2026-08-07_12-29-32.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.419059132413306,3.123413111342352,False,False,8,1.009207428156974,tli_only_done
Model__stage03_step00684032_R27.42_SR0.000_LD0.04782_CM0.94171__2026-08-07_12-25-19.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.41900288890861,3.1234131113423516,False,False,8,1.0092071906002533,tli_only_done
Model__stage03_step00679936_R27.42_SR0.000_LD0.04786_CM0.94176__2026-08-07_12-25-00.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.418994183022367,3.1234131113423516,False,False,8,1.0092071699136642,tli_only_done
Model__stage03_step00757760_R27.42_SR0.000_LD0.04828_CM0.94241__2026-08-07_12-30-36.zip,tli,ppo_a_stage_3_staged_tli_refinment,False,27.418888879987662,3.123413111342352,False,False,8,1.0092070647427387,tli_only_done
